123456789
,,,,,,,,
Sl. no.,Date,Adaptation Clinic Name,Village,Union,Problems Found (if any),Advice/ solution given,Point of Service,"Remarks 
(Next Follow up) "
62,27.10.24,Rampal,Gobindapur,Uzalkur,Leaf borer infestation on various vegetables,It is recommended to sprinkle cooking ash,Mobile Clinic,06.12.24- Spreading ashes reduces the disease infestation
63,27.10.24,Rampal,Gobindapur,Uzalkur,Leaf borer infestation on various vegetables,It is recommended to sprinkle cooking ash,Mobile Clinic,06.12.24- Spreading ashes reduces the disease infestation
64,27.10.24,Rampal,Gobindapur,Uzalkur,Leaf borer infestation on various vegetables,It is recommended to sprinkle cooking ash,Mobile Clinic,06.12.24- Spreading ashes reduces the disease infestation
65,27.10.24,Rampal,Gobindapur,Uzalkur,Tomato leaf curl & Aphid ingfestation,Imidachloprid+ Cypermethrin @ 2ml/L (1+7+14 days interval),Mobile Clinic,06.12.24-  Spreading  reduces the disease infestation
66,27.10.24,Rampal,Gobindapur,Uzalkur,Tomato leaf curl & Aphid ingfestation,Imidachloprid+ Cypermethrin @ 2ml/L (1+7+14 days interval),Mobile Clinic,06.12.24-  Spreading  reduces the disease infestation
67,27.10.24,Rampal,Gobindapur,Uzalkur,Tomato leaf curl & Aphid ingfestation,Imidachloprid+ Cypermethrin @ 2ml/L (1+7+14 days interval),Mobile Clinic,06.12.24-  Spreading  reduces the disease infestation
68,30.10.24,Rampal,Kadamdi,Uzalkur,wilting of Tomato,Infected trees should be uprooted and burned.,Mobile Clinic,06.12.24- The affected trees were uprooted and burned.
69,30.10.24,Rampal,Kadamdi,Uzalkur,wilting of Tomato,Infected trees should be uprooted and burned.,Mobile Clinic,06.12.24- The affected trees were uprooted and burned.
70,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
71,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
121,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
122,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
123,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
124,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
125,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
126,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
127,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
128,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
129,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
130,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
131,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
132,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
133,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
134,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
135,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
136,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
137,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
138,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
139,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
140,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
141,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
142,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
143,02.12.24,Rampal,Gobindapur,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,06.12.24- Started working as advised
72,30.10.24,Rampal,Kadamdi,Uzalkur,Tomato leaf curl & Aphid ingfestation,Imidachloprid+ Cypermethrin @ 2ml/L (1+7+14 days interval),Adaptation Clinic,08.12.24-  Spreading  reduces the disease infestation
73,30.10.24,Rampal,Kadamdi,Uzalkur,Tomato leaf curl & Aphid ingfestation,Imidachloprid+ Cypermethrin @ 2ml/L (1+7+14 days interval),Adaptation Clinic,08.12.24-  Spreading  reduces the disease infestation
74,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
75,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
76,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
149,09.12.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
77,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
78,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
152,09.12.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
79,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
80,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
81,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
82,30.10.24,Rampal,Kadamdi,Uzalkur,Wanted to know about vegetable seedbed preparation and seedling planting methods,"The land should be cultivated well, the soil should be loosened, mixed with ash, and then covered with mulch after sowing the seeds.",Mobile Clinic,11.12.24- Started working as advised
